student_id,department,attendance_rate,previous_gpa,attendance_trend,marks_trend,algorithms_internal,algorithms_external,algorithms_attendance,data_structures_internal,data_structures_external,data_structures_attendance,database_systems_internal,database_systems_external,database_systems_attendance,operating_systems_internal,operating_systems_external,operating_systems_attendance,software_engineering_internal,software_engineering_external,software_engineering_attendance,dsa_lab_internal,dsa_lab_external,dsa_lab_attendance,dbms_lab_internal,dbms_lab_external,dbms_lab_attendance,computer_networks_lab_internal,computer_networks_lab_external,computer_networks_lab_attendance,computer_graphics_lab_internal,computer_graphics_lab_external,computer_graphics_lab_attendance,data_science_lab_internal,data_science_lab_external,data_science_lab_attendance,performance_score,performance_band,at_risk,risk_score
STU-1797,CSE,88.34,9.43,13.82,-10.28,19.19,50.88,84.9,20.07,47.89,86.11,18.36,29.26,89.35,20.4,32.85,92.43,26.52,47.86,93.9,25.57,46.38,98.53,9.12,36.27,78.58,27.68,56.36,77.5,15.75,26.31,92.86,21.59,40.54,80.82,68.6,Medium,No,43.7
STU-1798,CSE,66.87,8.95,-3.54,21.1,20.47,70.0,64.28,26.34,42.37,77.8,23.63,46.35,74.49,26.61,47.85,66.28,23.94,70.0,54.19,14.27,68.05,62.68,26.83,36.73,63.41,25.81,57.84,56.75,23.59,36.81,72.45,20.92,44.27,61.93,78.76,High,No,26.5
STU-1799,CSE,64.59,7.94,-6.33,4.1,12.26,37.38,72.76,22.9,34.36,76.89,22.46,56.23,55.55,29.7,54.28,81.37,17.56,19.72,56.59,25.93,30.24,80.97,17.11,53.02,68.4,19.18,42.64,56.2,30.0,54.95,49.8,13.94,55.14,65.93,68.15,Medium,Yes,61.3
STU-1800,CSE,47.68,6.31,18.72,6.52,11.64,70.0,21.24,18.41,47.44,42.29,24.98,54.84,50.53,20.36,55.21,47.02,13.16,61.66,66.61,21.14,48.73,48.76,14.13,39.01,57.09,21.99,70.0,56.61,18.7,57.32,47.19,12.51,62.93,54.26,73.16,Medium,Yes,26.8
STU-1801,CSE,100.0,8.77,-0.48,1.97,30.0,39.22,100.0,17.05,34.26,100.0,10.44,46.68,100.0,13.01,39.53,100.0,14.7,52.08,93.52,27.41,66.68,96.63,6.35,54.87,100.0,23.33,53.1,100.0,19.0,35.64,100.0,19.48,57.21,92.7,70.86,Medium,No,29.9
STU-1802,CSE,87.39,5.7,17.68,-7.58,18.45,47.97,80.9,13.58,56.25,75.37,21.45,54.54,100.0,30.0,66.3,81.33,19.02,51.04,87.77,21.27,65.19,89.67,25.06,29.5,93.16,12.11,63.19,86.46,13.56,42.19,93.04,14.26,33.16,84.33,67.75,Medium,No,41.3
STU-1803,CSE,86.55,9.42,-13.98,-0.03,24.62,16.16,92.03,19.18,62.42,91.46,27.25,52.51,75.33,22.59,53.72,80.46,17.7,10.12,94.69,19.67,37.52,77.19,17.86,52.58,89.01,18.65,27.58,83.74,16.12,42.55,93.3,17.56,70.0,81.32,68.34,Medium,Yes,72.7
STU-1804,CSE,89.52,7.74,5.18,-6.64,11.66,42.34,83.92,30.0,38.7,74.65,20.21,42.55,77.86,21.8,53.49,90.33,18.67,39.48,83.28,13.59,67.27,100.0,14.87,35.96,78.7,24.45,29.77,96.5,22.14,42.7,100.0,18.25,45.03,77.35,66.49,Medium,No,41.5
STU-1805,CSE,83.65,4.32,20.71,14.39,7.79,60.9,77.47,25.78,39.72,82.56,21.03,36.91,67.5,15.64,30.75,83.32,25.58,34.12,82.65,21.19,33.09,87.5,25.5,50.9,83.15,15.8,43.22,76.12,17.07,43.17,81.57,25.17,36.18,87.54,57.83,Medium,No,42.2
STU-1806,CSE,71.34,7.09,0.3,-3.05,17.68,31.34,77.4,22.09,36.0,40.08,25.6,56.66,82.88,26.04,45.22,67.17,11.04,47.03,66.84,16.09,24.62,61.03,13.27,59.89,82.49,16.29,63.37,72.36,27.34,53.95,77.66,21.23,34.17,58.13,66.07,Medium,No,37.6
STU-1807,CSE,72.54,8.28,-2.64,-22.45,21.02,43.57,98.54,23.74,32.33,71.7,18.16,44.41,59.43,24.54,39.07,79.09,16.98,39.04,78.48,9.64,59.81,87.24,27.25,34.49,75.56,17.77,22.71,73.43,12.72,53.99,80.73,26.46,52.69,68.41,65.18,Medium,No,65.7
STU-1808,CSE,68.59,7.22,-11.68,-25.19,19.06,46.84,83.22,27.37,43.74,78.42,17.42,51.54,65.09,21.22,32.67,54.38,13.77,53.75,57.44,18.29,58.36,79.79,15.1,8.99,60.55,21.0,55.07,56.79,11.17,31.38,63.39,30.0,46.65,75.07,63.14,Medium,Yes,100.0
STU-1809,CSE,100.0,8.36,10.82,-25.9,25.5,38.26,100.0,21.26,54.09,98.71,25.22,61.55,97.17,23.8,50.84,100.0,24.48,50.79,94.31,14.83,52.92,82.92,28.12,14.11,89.71,25.0,44.47,100.0,16.56,43.09,100.0,15.84,41.07,100.0,70.32,Medium,No,60.8
STU-1810,CSE,83.34,6.48,-7.7,9.27,18.65,56.26,87.93,19.48,19.41,95.16,15.38,70.0,74.89,21.27,54.54,81.37,21.56,40.76,100.0,21.01,43.25,85.78,25.66,50.86,85.17,12.83,62.33,86.84,17.77,49.9,97.25,23.58,70.0,92.08,69.85,Medium,Yes,61.7
STU-1811,CSE,68.04,5.93,-0.95,-17.27,10.35,63.91,50.61,26.75,58.28,84.84,22.21,49.29,80.43,14.12,45.6,65.74,17.85,36.44,69.62,23.59,67.31,65.2,18.16,2.69,82.69,13.21,52.21,70.97,24.95,31.81,73.78,28.14,48.49,59.28,63.55,Medium,Yes,78.6
STU-1812,CSE,81.98,7.41,-12.35,4.5,12.66,67.33,77.59,18.8,70.0,91.21,25.73,69.62,66.38,27.67,70.0,77.52,23.76,59.51,74.9,24.57,35.47,100.0,20.81,53.51,65.71,21.98,63.3,73.04,17.39,34.34,70.44,13.52,60.44,69.33,78.26,High,No,40.3
STU-1813,CSE,59.84,7.54,15.57,2.05,11.08,37.02,60.34,22.9,31.69,53.95,22.7,58.57,72.27,22.4,20.13,51.09,26.27,70.0,58.96,19.12,29.99,74.04,14.71,70.0,59.02,15.7,18.25,57.13,19.37,40.22,59.89,26.93,54.28,61.78,65.02,Medium,Yes,55.0
STU-1814,CSE,97.57,7.08,11.55,-0.97,25.71,31.26,100.0,23.47,67.5,83.86,15.67,32.85,100.0,21.12,53.52,76.5,27.36,48.53,100.0,21.85,35.58,100.0,20.38,45.94,100.0,19.49,24.59,95.75,28.13,36.7,98.51,24.17,70.0,95.01,67.24,Medium,No,33.9
STU-1815,CSE,65.08,8.97,-0.32,6.58,13.86,55.09,56.96,21.48,54.09,60.29,18.64,57.29,76.01,20.22,47.53,53.84,20.59,39.13,65.87,27.09,28.11,76.84,20.97,44.6,56.4,21.4,70.0,39.61,10.22,42.35,68.35,24.7,51.78,48.72,74.11,Medium,No,26.4
STU-1816,CSE,82.52,6.48,-11.54,2.37,23.08,42.41,91.37,16.41,22.02,78.01,22.46,50.74,82.69,16.94,43.02,97.33,30.0,51.38,92.77,16.36,65.3,79.02,13.67,62.28,83.41,26.97,57.4,69.58,20.92,31.55,95.15,20.43,35.13,62.21,66.69,Medium,Yes,70.6
STU-1817,CSE,90.99,7.88,15.36,-40.65,25.83,39.86,88.37,22.42,31.73,75.81,20.97,31.03,90.22,15.67,24.61,74.58,20.51,61.45,100.0,20.12,66.37,85.63,24.09,37.62,83.73,24.05,51.49,97.29,12.56,60.44,97.76,17.99,53.74,100.0,68.54,Medium,No,80.2
STU-1818,CSE,80.77,7.58,-3.66,-4.85,16.32,34.06,77.89,8.89,49.95,89.88,22.85,52.19,91.01,19.5,21.43,82.07,26.51,50.42,77.05,23.92,50.79,78.61,20.6,40.24,86.92,15.5,49.95,89.46,21.19,48.74,81.47,22.67,39.61,79.47,65.28,Medium,No,46.0
STU-1819,CSE,76.42,5.63,-11.05,6.38,15.5,40.95,56.37,20.14,54.24,75.75,24.61,65.03,76.26,15.02,61.37,85.31,22.24,37.13,80.2,18.44,33.99,80.01,15.13,56.34,79.23,19.44,44.38,65.69,14.93,70.0,74.91,12.88,58.78,66.17,66.87,Medium,No,49.7
STU-1820,CSE,75.16,5.92,-17.62,24.6,22.88,67.11,72.99,25.79,56.01,90.89,22.91,37.07,54.33,16.04,37.47,85.09,26.07,28.56,87.39,16.13,32.5,61.33,21.69,36.21,88.29,15.46,55.98,63.04,25.16,46.76,78.09,18.21,38.77,80.13,63.27,Medium,No,63.2
STU-1821,CSE,74.15,7.51,-6.46,25.3,29.04,29.26,70.75,16.94,22.32,58.91,16.34,39.06,88.31,24.95,32.69,81.88,16.0,43.68,77.39,30.0,49.03,59.37,23.72,62.06,83.04,15.03,46.86,73.97,28.85,54.25,91.32,16.45,41.75,68.78,65.82,Medium,Yes,63.9
STU-1822,CSE,66.35,9.88,-14.55,-20.45,24.89,62.09,70.26,20.47,51.27,52.52,17.94,40.04,66.21,16.74,32.26,50.37,22.16,24.42,76.34,21.62,58.3,57.43,29.32,70.0,66.65,21.97,44.81,76.42,23.96,18.37,58.08,21.96,56.61,67.84,73.93,Medium,No,72.4
STU-1823,CSE,68.26,8.2,-6.23,-5.25,11.52,53.35,86.51,8.52,59.09,86.58,24.72,43.79,77.23,19.57,53.13,69.09,20.56,33.57,63.62,28.12,35.7,48.7,30.0,38.45,65.57,17.99,45.24,60.67,27.45,42.01,57.8,5.66,61.42,63.85,68.59,Medium,No,47.0
STU-1824,CSE,97.19,5.43,7.44,-23.49,21.88,31.06,98.13,19.86,58.81,98.85,14.39,70.0,100.0,15.28,47.84,100.0,22.42,50.45,99.65,24.59,55.92,100.0,11.12,18.99,89.26,18.76,33.6,87.04,21.19,31.91,73.16,13.21,35.85,94.61,59.79,Medium,Yes,88.4
STU-1825,CSE,73.37,3.77,-3.75,22.8,24.49,51.52,53.32,27.26,42.01,74.06,20.61,32.21,79.01,10.26,65.1,75.25,21.82,52.9,68.96,26.36,34.12,63.37,20.75,24.33,67.71,21.3,56.03,73.0,15.48,39.94,66.69,19.51,35.7,63.6,58.01,Medium,No,47.6
STU-1826,CSE,63.21,8.38,3.56,15.19,14.49,17.42,74.03,23.58,26.57,69.72,20.21,25.62,52.71,19.25,56.12,69.15,17.31,51.89,61.59,16.33,59.41,64.77,22.55,28.53,58.02,24.1,40.79,60.98,14.69,47.95,52.42,21.83,30.11,61.12,62.07,Medium,Yes,57.9
STU-1827,CSE,67.26,7.38,-7.23,5.26,27.88,50.49,63.79,24.28,34.15,57.39,18.18,61.48,77.68,17.52,40.74,71.46,30.0,41.44,81.08,21.25,57.8,77.39,20.88,44.57,65.18,21.75,62.82,80.48,26.05,38.01,61.57,15.86,47.31,76.58,70.2,Medium,No,40.7
STU-1828,CSE,91.51,8.87,0.65,2.49,17.17,42.26,97.97,18.39,42.14,100.0,20.12,34.2,92.47,22.17,70.0,100.0,30.0,29.02,100.0,27.76,45.46,87.58,23.69,40.11,80.07,12.91,22.55,93.84,23.36,30.38,96.34,22.38,50.2,98.3,67.38,Medium,Yes,52.6
STU-1829,CSE,85.13,6.44,19.21,20.71,21.08,64.99,91.37,13.73,70.0,75.53,19.92,70.0,90.03,15.89,50.05,90.36,21.01,37.4,72.34,14.18,33.31,98.08,13.91,47.34,99.12,23.25,66.32,79.27,23.14,62.26,94.55,24.45,27.08,91.8,70.28,Medium,No,29.7
STU-1830,CSE,83.4,7.92,-3.48,18.17,22.44,42.75,77.36,22.25,30.19,79.09,24.71,60.63,88.23,17.7,28.33,75.61,26.43,47.92,82.39,20.82,55.27,73.14,17.57,54.69,85.8,25.53,56.3,75.68,3.31,48.06,72.95,22.54,68.86,73.11,71.78,Medium,No,33.5
STU-1831,CSE,71.14,8.52,3.84,17.37,23.23,58.05,74.59,21.64,13.85,71.79,19.96,60.75,80.74,17.45,16.5,55.18,27.04,43.84,56.67,13.39,48.46,72.35,28.28,43.8,75.0,19.79,57.28,88.74,24.72,70.0,76.55,12.07,32.64,79.35,69.46,Medium,Yes,50.5
STU-1832,CSE,83.6,6.96,-15.66,6.85,18.79,45.03,75.5,27.22,67.97,81.31,18.9,64.13,94.06,11.85,55.19,88.56,20.93,31.84,75.04,4.51,35.15,63.89,17.3,51.03,71.92,26.66,70.0,85.97,23.04,20.72,85.43,12.97,19.14,70.94,65.63,Medium,Yes,77.9
STU-1833,CSE,65.35,6.99,15.2,-5.24,19.23,44.39,64.62,14.18,46.59,58.39,20.64,41.46,47.32,16.6,53.16,73.73,13.84,33.54,60.87,25.86,52.04,52.55,22.46,64.03,67.51,16.12,57.72,67.2,18.75,58.4,65.31,20.4,57.9,60.34,69.61,Medium,No,36.7
STU-1834,CSE,71.11,7.53,-4.77,11.51,14.22,49.88,86.67,8.63,56.0,71.45,17.33,35.31,80.14,23.4,29.44,74.15,26.86,55.46,54.43,23.23,26.29,73.29,16.26,51.04,64.41,14.77,49.72,72.26,24.11,37.05,55.97,23.38,66.7,65.33,67.31,Medium,No,39.8
STU-1835,CSE,89.55,8.15,10.51,12.24,22.43,40.32,100.0,17.37,44.31,69.33,27.87,36.98,100.0,16.65,43.82,81.73,15.33,40.6,88.16,18.18,22.17,92.38,10.22,39.93,73.74,24.5,63.48,95.47,17.62,33.88,87.01,19.73,52.24,93.53,63.84,Medium,No,36.2
STU-1836,CSE,88.11,7.48,-1.23,-2.86,9.81,54.93,91.97,16.09,30.49,88.73,20.9,28.47,88.7,20.92,57.87,87.0,9.86,48.78,71.21,15.75,24.74,93.05,14.57,59.99,76.53,9.93,39.78,74.84,26.58,34.81,99.66,18.47,50.34,82.82,62.71,Medium,No,42.6
STU-1837,CSE,60.27,8.67,6.12,-5.27,30.0,27.77,29.75,21.3,29.63,62.31,19.65,37.06,56.2,22.05,39.58,58.74,17.51,69.43,73.37,12.64,45.04,52.13,13.77,0.0,57.02,18.76,65.34,70.75,22.46,56.07,68.79,22.44,65.77,47.58,68.22,Medium,Yes,58.1
STU-1838,CSE,62.17,6.95,6.71,17.0,17.56,35.57,56.65,19.24,69.49,71.12,26.12,43.83,60.94,22.89,51.48,66.48,30.0,53.79,54.3,16.48,57.63,69.8,24.89,52.81,51.77,27.68,65.14,58.31,21.83,47.79,58.45,14.2,53.62,47.25,74.54,Medium,No,25.5
STU-1839,CSE,76.63,5.91,-4.52,24.96,17.02,70.0,80.79,21.92,40.58,61.02,22.07,52.48,84.57,18.04,38.87,82.31,13.71,57.2,75.03,21.47,70.0,73.91,20.7,45.45,56.84,23.06,9.93,84.21,16.54,33.93,76.25,13.37,43.32,65.67,62.44,Medium,Yes,64.3
STU-1840,CSE,100.0,9.87,10.92,-11.24,13.55,41.72,100.0,23.61,36.84,98.36,17.29,27.09,89.53,21.32,34.05,99.39,14.9,56.88,100.0,27.78,65.42,90.78,15.7,50.27,91.14,21.18,39.81,100.0,24.73,40.4,81.71,25.05,35.83,99.77,70.87,Medium,No,42.6
STU-1841,CSE,46.27,6.77,-7.59,-3.95,19.32,50.76,40.04,14.41,47.27,54.53,19.38,43.11,34.4,22.57,53.8,45.19,15.13,46.23,47.93,19.8,28.75,48.8,20.81,51.28,44.9,26.42,44.97,60.22,21.11,27.63,54.62,18.18,38.34,56.65,63.08,Medium,Yes,53.0
STU-1842,CSE,79.17,6.82,7.78,5.26,13.75,18.72,76.98,21.51,58.01,80.62,8.75,30.44,66.58,10.57,42.45,84.28,24.86,52.45,73.59,25.41,41.84,79.78,16.69,41.32,74.96,13.09,54.56,80.85,23.97,34.44,86.23,12.16,53.12,85.93,62.04,Medium,Yes,58.0
STU-1843,CSE,54.36,7.42,-3.9,7.3,14.81,61.75,69.94,17.13,66.74,37.34,19.32,5.79,63.66,12.35,15.73,56.98,25.18,38.93,55.72,28.81,30.74,44.55,25.43,48.36,68.61,13.52,18.17,40.02,23.53,63.01,65.07,22.78,63.79,48.29,63.69,Medium,Yes,62.2
STU-1844,CSE,65.49,7.58,3.5,-7.84,10.07,20.75,50.95,10.32,24.59,56.23,23.03,49.41,80.57,13.8,50.6,78.65,17.45,38.32,79.3,18.22,66.5,50.67,28.1,63.86,55.92,18.46,26.38,60.55,12.18,18.3,52.95,25.18,17.1,79.21,59.58,Medium,Yes,69.8
STU-1845,CSE,69.53,7.04,-4.62,28.25,24.57,64.76,72.98,28.25,23.49,83.22,30.0,41.05,68.98,15.39,46.0,71.4,8.18,54.18,80.63,15.59,38.63,78.02,15.35,56.15,72.39,30.0,43.08,64.2,21.24,46.74,85.85,27.9,34.06,67.61,67.2,Medium,No,39.7
STU-1846,CSE,68.69,7.48,0.5,6.33,16.53,31.92,36.08,28.44,34.95,64.23,30.0,35.4,66.86,21.34,50.07,62.51,25.62,47.41,69.82,16.63,43.04,78.44,24.89,38.56,60.95,24.39,49.52,77.46,15.16,44.68,77.49,16.44,70.0,84.99,68.66,Medium,No,31.3
STU-1847,CSE,66.99,7.45,-10.75,7.97,18.98,42.05,70.2,20.85,63.22,58.18,15.65,49.06,71.94,19.82,58.43,80.67,23.74,50.57,64.83,20.38,24.51,55.1,26.29,70.0,53.33,22.73,22.13,83.47,19.92,70.0,60.63,17.45,50.99,76.03,71.52,Medium,No,44.6
STU-1848,CSE,75.11,7.71,2.48,26.38,24.06,59.61,72.85,24.93,70.0,83.12,15.91,51.4,55.53,23.51,19.99,82.29,19.8,60.07,75.59,27.07,53.59,86.12,18.08,38.45,61.17,14.31,46.45,75.76,22.01,34.66,76.81,26.73,51.51,75.51,72.38,Medium,No,27.6
STU-1849,CSE,66.97,4.67,0.44,-6.74,21.43,63.66,68.71,17.4,37.36,61.53,17.15,56.85,83.98,17.96,31.47,54.27,28.63,59.5,60.16,20.7,66.04,66.33,24.31,42.66,64.02,6.76,38.93,61.61,22.6,48.75,68.95,24.76,9.94,66.48,61.53,Medium,Yes,66.6
STU-1850,CSE,53.06,9.76,-5.4,-1.33,14.15,26.23,50.16,20.11,52.54,57.42,15.87,42.04,67.43,28.07,40.4,53.99,15.52,60.41,76.22,17.32,62.64,60.43,19.16,34.56,77.85,23.83,59.38,50.95,20.31,26.75,60.67,18.13,29.6,44.51,69.16,Medium,Yes,40.5
STU-1851,CSE,86.7,7.32,-0.55,-18.8,30.0,40.54,90.38,14.03,42.16,72.99,21.86,31.34,94.68,11.05,35.52,98.47,27.67,45.09,82.81,20.58,70.0,84.01,20.02,29.21,79.92,22.2,58.4,89.72,24.15,29.99,75.7,23.97,37.86,74.95,65.17,Medium,No,58.2
STU-1852,CSE,86.29,8.2,1.34,-2.59,21.01,46.29,84.39,27.94,70.0,95.89,22.15,65.7,87.87,19.03,36.25,78.47,24.64,22.47,80.35,18.23,23.89,82.38,20.47,60.41,81.23,20.5,22.59,74.13,10.48,59.68,83.01,21.1,52.85,94.38,69.97,Medium,No,33.1
STU-1853,CSE,87.65,5.85,-6.16,-22.33,30.0,44.38,80.53,23.49,70.0,82.26,16.03,6.68,66.98,27.1,42.4,76.27,20.02,70.0,87.69,29.57,30.95,100.0,17.19,33.46,78.25,18.38,59.64,82.83,25.35,34.24,86.83,17.35,70.0,92.82,66.93,Medium,Yes,89.1
STU-1854,CSE,51.89,6.93,-1.29,11.22,21.42,40.82,46.06,14.97,64.83,35.74,18.19,58.24,35.14,20.89,31.94,52.16,19.16,11.18,58.27,15.06,36.77,52.4,21.88,51.71,59.8,7.66,52.24,52.0,17.23,48.94,61.09,15.62,66.03,63.35,64.01,Medium,Yes,57.9
STU-1855,CSE,79.48,6.69,-10.06,6.3,21.85,26.65,100.0,21.42,47.22,80.62,22.76,58.9,79.23,13.79,60.52,71.33,14.98,44.04,74.93,21.9,53.55,74.78,20.61,37.72,87.15,22.45,55.76,76.64,21.29,52.65,86.97,23.31,43.16,67.99,67.73,Medium,No,47.4
STU-1856,CSE,85.14,9.26,23.46,-4.16,22.51,51.78,74.14,24.23,47.34,83.85,21.07,58.97,100.0,19.73,41.54,91.22,13.3,57.93,71.59,13.13,68.3,64.31,26.54,68.4,88.54,23.03,21.39,80.22,21.79,49.94,89.58,21.64,45.32,72.92,76.1,High,No,28.9
STU-1857,CSE,59.53,6.8,10.59,-1.51,21.76,27.95,55.88,26.96,21.53,58.29,24.34,54.58,62.59,16.61,64.66,47.29,23.46,47.3,51.67,18.05,70.0,47.91,11.2,35.43,63.66,27.12,45.38,43.25,20.48,57.84,62.74,22.47,16.92,46.11,66.54,Medium,Yes,55.3
STU-1858,CSE,75.14,8.41,2.73,11.42,19.33,62.0,67.24,21.02,47.49,64.71,16.32,44.62,71.48,24.1,38.69,84.01,18.19,45.36,83.14,19.46,38.61,74.45,24.47,49.97,53.69,16.39,34.3,80.97,10.42,49.2,81.5,23.18,43.73,58.98,68.22,Medium,No,31.8
STU-1859,CSE,73.26,6.72,11.72,-17.04,18.71,67.11,67.3,30.0,57.17,71.83,21.13,50.62,67.48,17.93,70.0,88.17,18.11,33.32,57.32,30.0,60.36,85.72,17.28,35.86,64.04,4.2,31.88,76.45,21.24,35.76,79.8,16.63,56.52,80.8,68.23,Medium,Yes,72.2
STU-1860,CSE,100.0,6.96,-19.79,3.06,24.1,46.11,91.84,14.04,12.47,100.0,11.57,42.97,100.0,14.65,43.15,100.0,18.63,51.91,95.55,18.61,31.67,98.64,20.03,31.14,100.0,7.67,61.23,85.83,25.2,54.31,100.0,14.37,41.95,100.0,61.28,Medium,Yes,88.4
STU-1861,CSE,100.0,7.21,-25.58,10.49,22.14,57.6,100.0,22.38,52.37,100.0,20.1,62.19,99.23,11.54,63.68,100.0,19.26,46.71,100.0,20.5,67.79,100.0,18.19,25.35,100.0,26.57,36.47,100.0,27.68,18.41,100.0,22.77,50.34,82.96,68.9,Medium,No,69.5
STU-1862,CSE,50.03,9.04,-3.99,-26.73,16.2,13.71,36.86,24.22,40.05,58.23,23.82,28.15,51.73,12.07,49.12,54.27,18.86,19.77,35.16,30.0,54.32,47.25,24.8,67.07,62.14,19.03,39.99,57.99,18.82,62.98,51.16,23.97,60.59,37.05,70.16,Medium,Yes,87.9
STU-1863,CSE,100.0,5.23,-13.79,10.27,20.73,62.22,91.93,17.26,63.02,100.0,2.39,62.98,76.75,19.68,24.21,94.52,20.52,52.96,100.0,13.27,62.34,97.22,18.72,70.0,100.0,11.59,43.83,92.52,17.83,43.03,100.0,13.72,41.67,96.05,63.94,Medium,No,56.7
STU-1864,CSE,61.27,5.92,-2.37,-25.11,21.92,44.21,70.65,21.29,54.05,63.6,14.25,39.38,54.58,23.79,57.77,60.45,20.73,21.31,57.37,7.49,57.14,83.56,17.33,48.43,65.44,14.32,43.03,65.95,20.84,45.89,58.31,15.92,55.14,78.88,63.32,Medium,No,70.4
STU-1865,CSE,89.71,5.16,2.06,-1.76,9.97,12.7,77.56,17.79,41.07,90.98,20.36,42.92,100.0,15.37,58.61,100.0,12.65,15.75,91.57,23.23,45.54,68.45,11.57,37.38,93.87,18.23,48.2,91.56,24.66,27.59,90.59,27.19,33.15,83.44,53.66,Medium,Yes,68.5
STU-1866,CSE,89.56,6.19,9.2,-17.45,20.43,29.14,77.91,18.26,41.34,97.07,15.52,45.46,100.0,25.87,43.35,91.45,15.47,49.33,100.0,26.5,44.67,93.02,16.32,31.05,85.91,21.35,55.83,88.76,22.2,6.72,91.26,16.9,26.24,94.1,57.76,Medium,Yes,83.2
STU-1867,CSE,60.06,6.53,-11.38,21.47,27.24,44.79,68.86,17.91,70.0,44.3,19.5,56.27,59.76,26.88,13.9,58.95,18.75,43.35,44.24,18.54,39.94,62.5,25.49,46.67,64.24,26.29,62.84,36.22,23.99,56.87,57.44,17.71,28.06,40.65,68.57,Medium,No,48.5
STU-1868,CSE,82.4,5.56,4.0,-17.36,24.25,56.48,81.4,23.55,60.35,64.44,21.25,41.36,86.72,20.93,56.55,66.57,26.57,37.15,81.06,11.2,43.45,82.22,19.6,33.96,70.2,23.21,18.94,90.44,28.47,70.0,71.56,22.95,36.56,94.64,65.23,Medium,No,55.6
STU-1869,CSE,73.39,6.62,0.14,-24.75,21.97,40.62,64.28,18.15,34.88,73.14,20.14,36.68,66.95,23.14,55.51,65.26,19.73,32.04,99.47,15.3,48.8,77.84,16.67,32.1,70.59,15.67,47.83,64.89,20.73,14.03,65.32,17.9,60.01,54.91,60.5,Medium,Yes,89.2
STU-1870,CSE,83.31,5.08,3.48,2.0,25.08,54.9,65.46,22.69,31.05,89.03,23.15,56.9,77.6,23.41,68.1,80.4,19.18,55.66,54.85,15.09,60.11,84.85,18.92,30.88,83.58,17.35,18.8,96.34,16.53,40.92,65.48,17.32,60.09,92.62,64.13,Medium,Yes,55.9
STU-1871,CSE,78.46,6.28,-5.2,-6.21,20.13,35.63,78.72,22.53,22.55,80.97,23.83,44.1,78.27,16.37,49.46,94.54,27.03,36.37,74.71,26.83,53.92,84.21,10.96,58.72,75.66,21.17,34.42,94.96,15.13,70.0,78.75,19.16,31.75,73.23,63.38,Medium,No,51.9
STU-1872,CSE,92.95,8.94,13.83,-22.57,18.98,47.02,98.34,18.96,53.08,100.0,25.29,54.4,97.95,14.7,48.13,82.1,25.08,49.33,100.0,25.88,51.62,86.18,8.79,53.14,91.26,24.0,55.47,98.93,21.24,20.12,100.0,13.72,35.29,89.64,71.93,Medium,No,55.1
STU-1873,CSE,76.13,7.98,-1.04,7.89,20.09,40.21,70.57,24.01,25.03,71.99,9.52,29.54,60.5,23.67,47.8,68.04,4.01,22.11,65.14,18.2,56.37,61.74,13.25,19.86,76.16,9.15,18.52,80.84,27.62,45.96,72.99,30.0,37.18,70.95,57.55,Medium,Yes,64.0
STU-1874,CSE,72.48,7.72,17.74,-29.87,17.32,67.51,77.87,22.64,49.9,67.92,18.38,30.53,68.52,21.41,42.07,80.57,21.31,47.85,63.8,13.87,28.11,83.36,11.36,47.85,74.39,16.58,44.46,74.19,14.22,33.16,71.14,19.48,23.67,72.51,63.71,Medium,No,72.1
STU-1875,CSE,91.44,6.3,-7.9,-15.54,20.21,58.74,90.39,17.57,55.26,100.0,12.66,35.86,69.44,14.76,65.95,79.81,21.88,49.8,84.7,17.27,64.52,99.96,30.0,5.31,95.87,7.62,43.01,88.27,13.79,34.48,87.48,21.7,26.34,83.09,61.52,Medium,Yes,89.0
STU-1876,CSE,83.71,5.66,7.43,-8.63,22.11,54.32,100.0,20.35,53.01,80.47,26.52,29.52,82.04,20.76,50.84,92.07,18.49,56.9,68.56,20.76,15.19,80.45,30.0,47.5,77.94,22.07,42.79,71.46,10.28,43.31,80.76,18.23,56.16,96.63,64.05,Medium,Yes,66.3
STU-1877,CSE,85.98,6.13,-0.6,12.03,23.22,38.77,86.52,25.16,57.17,91.07,17.24,60.56,99.43,24.1,70.0,93.47,25.74,54.61,84.68,14.12,33.46,78.39,13.96,40.7,86.01,25.96,26.92,94.9,21.34,50.65,85.02,30.0,33.21,80.39,66.98,Medium,No,33.9
STU-1878,CSE,65.03,7.45,-3.28,19.43,20.59,50.93,67.28,19.75,52.9,71.05,19.81,70.0,69.45,18.62,63.65,44.74,14.37,41.94,53.25,24.02,56.54,81.34,17.11,53.51,77.83,20.81,59.79,64.03,26.57,33.58,49.52,18.11,43.68,69.41,72.6,Medium,No,32.3
STU-1879,CSE,59.32,8.54,6.32,16.54,22.26,34.36,49.34,28.13,42.93,54.56,21.59,30.45,52.17,23.96,29.78,46.03,18.22,48.89,73.07,21.7,52.74,49.09,20.93,28.21,68.48,20.57,44.22,64.38,17.55,37.72,49.81,28.91,41.58,56.16,66.17,Medium,Yes,33.8
STU-1880,CSE,66.48,8.58,-2.99,-2.3,23.47,45.18,43.27,30.0,37.81,58.09,19.19,37.26,61.51,20.58,17.1,73.83,24.77,19.66,71.04,15.72,38.43,70.0,24.33,49.97,52.59,20.32,52.34,58.76,15.77,43.93,72.22,17.17,48.61,53.88,66.12,Medium,Yes,61.1
